Candidate ID,Anchor,Rank,Surface Form,Normalised Concept,Lexical Family,Layer,Voice,Expression Mode,Evidence Source,Candidate Provenance,Ngram Status,Measurement Form,Mapping Type,First Non-Zero Year,Peak Year,Peak Frequency,Anchor Frequency,Context Window Mean,2022 Frequency,Ngram Note,Dictionary Status,Dictionary Source,Historical Sense,Modern Sense,Anchor Sense Match,Polysemy / Ambiguity,Dictionary Note,Search Source,Search Query,Search Exactness,Search Status,Result Count,Date-Window Count,Retrieval Date,Search Note,Coverage Status,Remaining Annotation Gap,Review Priority
FT-SEED-R1B-P-1938-11,1938,11,temperature observations,local / instrumental temperature,temperature_threshold,A,V1,NOT_EXPOSED_IN_REPORT,S1938-CALLENDAR,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.7; project candidate FT-SEED-R1B-P-1938-11; original visible ID not available",SUCCEEDED_REUSED_BASELINE,temperature observations,EXACT,1843,1908,1.8129981749215318e-07,3.630725631253995e-08,3.627383349247282e-08,1.0794526161816975e-08,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",A local or instrument-specific temperature reading; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: observations.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=7; https://api.dictionaryapi.dev/api/v2/entries/en/temperature%20observations; https://websters1913.timcieplowski.com/word/observations/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""temperature observations"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,141,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1938-12,1938,12,meteorological stations,historical climate / climatological condition,climate,B,V1,NOT_EXPOSED_IN_REPORT,S1938-CALLENDAR,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.7; project candidate FT-SEED-R1B-P-1938-12; original visible ID not available",SUCCEEDED_REUSED_BASELINE,meteorological stations,EXACT,1842,1965,1.655199003414154e-07,9.076814153075041e-08,8.024797307215614e-08,5.7069422049194074e-08,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.","Climate as a historical, geographical, seasonal, or climatological condition; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: stations.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=7; https://api.dictionaryapi.dev/api/v2/entries/en/meteorological%20stations; https://websters1913.timcieplowski.com/word/stations/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""meteorological stations"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,336,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1938-13,1938,13,world temperatures,global aggregate temperature,temperature_threshold,A,V1,NOT_EXPOSED_IN_REPORT,S1938-CALLENDAR,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.8; project candidate FT-SEED-R1B-P-1938-13; original visible ID not available",SUCCEEDED_REUSED_BASELINE,world temperatures,EXACT,1889,2007,7.465921342958426e-09,2.5615549820168226e-09,1.5256018087717038e-09,4.114307144975626e-09,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",A global-scale aggregate temperature metric; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: temperatures.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/world%20temperatures; https://websters1913.timcieplowski.com/word/temperatures/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""world temperatures"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,3,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1938-14,1938,14,actually increased,temperature increase,warming,A,V1,NOT_EXPOSED_IN_REPORT,S1938-CALLENDAR,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.8; project candidate FT-SEED-R1B-P-1938-14; original visible ID not available",SUCCEEDED_REUSED_BASELINE,actually increased,EXACT,1842,1933,2.775292560763809e-07,1.8042256490213848e-07,1.734230705124906e-07,1.0051296917001906e-07,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.","An observed, estimated, or projected increase in temperature; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: increased.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/actually%20increased; https://websters1913.timcieplowski.com/word/increased/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""actually increased"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,151,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1938-15,1938,15,average rate,local / instrumental temperature,temperature_threshold,A,V1,NOT_EXPOSED_IN_REPORT,S1938-CALLENDAR,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.8; project candidate FT-SEED-R1B-P-1938-15; original visible ID not available",SUCCEEDED_REUSED_BASELINE,average rate,EXACT,1842,1885,4.938462941139754e-06,2.6782727571006415e-06,2.751333045558635e-06,5.522904276411555e-07,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",A local or instrument-specific temperature reading; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: rate.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/average%20rate; https://websters1913.timcieplowski.com/word/rate/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""average rate"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,891,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1938-16,1938,16,small increases in mean temperature,mean temperature,temperature_threshold,A,V1,NOT_EXPOSED_IN_REPORT,S1938-WIRED-CALLENDAR,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.8; project candidate FT-SEED-R1B-P-1938-16; original visible ID not available",ZERO_RESPONSE_REUSED_BASELINE,small increases in mean temperature,EXACT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"Candidate surface form is directly representable in the public Ngram interface. The audited executable rule returned an empty Ngram payload; retained as source/query zero-response evidence, not historical absence.",NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",A temporally or spatially averaged temperature value; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: temperature.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/small%20increases%20in%20mean%20temperature; https://websters1913.timcieplowski.com/word/temperature/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""small increases in mean temperature"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1938-17,1938,17,deadly glaciers,institutional climate threat,danger_threat,D,V1,NOT_EXPOSED_IN_REPORT,S1938-WIRED-CALLENDAR,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.8; project candidate FT-SEED-R1B-P-1938-17; original visible ID not available",SUCCEEDED_REUSED_BASELINE,deadly glaciers,EXACT,1845,1845,1.5025181099304064e-09,1.1137195332633354e-10,4.2303724412384726e-11,2.2119930886965733e-10,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",Climate change framed as an institutional threat; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: glaciers.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/deadly%20glaciers; https://websters1913.timcieplowski.com/word/glaciers/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""deadly glaciers"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1938-18,1938,18,rather a coincidence,personal concern,concern_alarm,C,V1,E2,S1938-SHI-RECEPTION,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.8; project candidate FT-SEED-R1B-P-1938-18; original visible ID not available",SUCCEEDED_REUSED_BASELINE,rather a coincidence,EXACT,1842,1934,1.1418470613477893e-08,4.644931106412287e-09,4.688150873066732e-09,3.2163039176413832e-09,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,An epistemic evaluation that two observations may coincide rather than stand in a causal relation; normally no affect.,Concern expressed or endorsed by an identifiable person about a climate or heat object; the candidate is interpreted in its documented anchor and voice context.,STRONG,Coincidence has epistemic and event-overlap senses; neither should be recoded as emotion here.,"Secondary: Component headword checked: coincidence.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/rather%20a%20coincidence; https://websters1913.timcieplowski.com/word/coincidence/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""rather a coincidence"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,NOT_APPLICABLE,MEDIUM
FT-SEED-R1B-P-1938-19,1938,19,Hottest Day for Ten Years,heatwave / weather event,heat,A,V3,NOT_EXPOSED_IN_REPORT,S1938-COURIER,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.8; project candidate FT-SEED-R1B-P-1938-19; original visible ID not available",ZERO_RESPONSE_REUSED_BASELINE,Hottest Day for Ten Years,EXACT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"Candidate surface form is directly representable in the public Ngram interface. The audited executable rule returned an empty Ngram payload; retained as source/query zero-response evidence, not historical absence.",NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",A bounded hot-weather or heatwave event; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: years.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/Hottest%20Day%20for%20Ten%20Years; https://websters1913.timcieplowski.com/word/years/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""Hottest Day for Ten Years"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1938-20,1938,20,Heat Wave Over Queensland,heatwave / weather event,heat,A,V3,NOT_EXPOSED_IN_REPORT,S1938-COURIER,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.8; project candidate FT-SEED-R1B-P-1938-20; original visible ID not available",ZERO_RESPONSE_REUSED_BASELINE,Heat Wave Over Queensland,EXACT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"Candidate surface form is directly representable in the public Ngram interface. The audited executable rule returned an empty Ngram payload; retained as source/query zero-response evidence, not historical absence.",NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",A bounded hot-weather or heatwave event; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: queensland.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/Heat%20Wave%20Over%20Queensland; https://websters1913.timcieplowski.com/word/queensland/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""Heat Wave Over Queensland"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1938-21,1938,21,heat wave,heatwave / weather event,heat,A,V3,NOT_EXPOSED_IN_REPORT,S1938-COURIER,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.7; project candidate FT-SEED-R1B-P-1938-21; original visible ID not available",SUCCEEDED_REUSED_BASELINE,heat wave,EXACT,1842,2020,3.703185072062576e-07,1.9211662527496287e-07,2.1497802813463806e-07,3.0065411360524763e-07,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",A bounded hot-weather or heatwave event; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: wave.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/heat%20wave; https://websters1913.timcieplowski.com/word/wave/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""heat wave"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,957,64,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1938-22,1938,22,40-degree temperatures,local / instrumental temperature,temperature_threshold,A,V3,NOT_EXPOSED_IN_REPORT,S1938-COURIER,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.7; project candidate FT-SEED-R1B-P-1938-22; original visible ID not available",SUCCEEDED_NEW,40 degree temperatures,NORMALIZED_VARIANT,1901,1964,6.322877221798251e-10,0.0,1.5925319396536963e-10,4.729858865681891e-11,Hyphenation is normalized; lexical content and temperature sense are unchanged. New unsmoothed 1842–2022 series retrieved for the candidate audit.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",A local or instrument-specific temperature reading; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: temperatures.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=7; https://api.dictionaryapi.dev/api/v2/entries/en/40-degree%20temperatures; https://websters1913.timcieplowski.com/word/temperatures/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""40-degree temperatures"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.,FULLY_ACCOUNTED_WITH_NGRAM_ALIAS,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1938-23,1938,23,scorching westerly wind,heatwave / weather event,heat,D,V3,NOT_EXPOSED_IN_REPORT,S1938-COURIER,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.8; project candidate FT-SEED-R1B-P-1938-23; original visible ID not available",ZERO_RESPONSE_NEW,scorching westerly wind,EXACT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Candidate surface form is directly representable in the public Ngram interface. The public Ngram endpoint returned an empty list; retained without fabricating annual zero frequencies.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",A bounded hot-weather or heatwave event; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: wind.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/scorching%20westerly%20wind; https://websters1913.timcieplowski.com/word/wind/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""scorching westerly wind"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1938-24,1938,24,pitiless sun,physical heat source / state,heat,D,V3,NOT_EXPOSED_IN_REPORT,S1938-COURIER,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.8; project candidate FT-SEED-R1B-P-1938-24; original visible ID not available",SUCCEEDED_NEW,pitiless sun,EXACT,1842,1893,1.3519818153895358e-08,7.90740894984765e-09,6.7370142242673126e-09,8.007414870059293e-09,Candidate surface form is directly representable in the public Ngram interface. New unsmoothed 1842–2022 series retrieved for the candidate audit.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Heat as a physical source, state, or thermal condition; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: sun.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/pitiless%20sun; https://websters1913.timcieplowski.com/word/sun/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""pitiless sun"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,4,1,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1938-25,1938,25,hottest spell for years,heatwave / weather event,heat,A,V3,NOT_EXPOSED_IN_REPORT,S1938-COURIER,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.8; project candidate FT-SEED-R1B-P-1938-25; original visible ID not available",ZERO_RESPONSE_NEW,hottest spell for years,EXACT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Candidate surface form is directly representable in the public Ngram interface. The public Ngram endpoint returned an empty list; retained without fabricating annual zero frequencies.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",A bounded hot-weather or heatwave event; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: years.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/hottest%20spell%20for%20years; https://websters1913.timcieplowski.com/word/years/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""hottest spell for years"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
