concept_id,family_id,concept_code,preferred_label,definition,provisional_status,provenance_note
FT-C-CLIMATE_SYSTEM,FT-F04,climate_system,climate system,The coupled physical climate system.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-CHANGING_ATMOSPHERE,FT-F04,changing_atmosphere,changing atmosphere,Atmospheric change framed as a climatic or institutional problem.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-ATMOSPHERIC_CARBON_DIOXIDE,FT-F05,atmospheric_carbon_dioxide,atmospheric carbon dioxide,Carbon dioxide as an atmospheric constituent.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-ANTHROPOGENIC_CARBON_DIOXIDE_PRODUCTION,FT-F05,anthropogenic_carbon_dioxide_production,anthropogenic carbon-dioxide production,Human production of carbon dioxide as a climatic cause.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-GREENHOUSE_MECHANISM,FT-F05,greenhouse_mechanism,greenhouse mechanism,Radiative greenhouse mechanism or greenhouse effect.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-ANTHROPOGENIC_GREENHOUSE_GAS_EMISSIONS,FT-F05,anthropogenic_greenhouse_gas_emissions,anthropogenic greenhouse-gas emissions,Human-produced greenhouse-gas emissions in scientific or governance framing.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-PERSONAL_CONCERN,FT-F06,personal_concern,personal concern,Concern expressed or endorsed by an identifiable person about a climate or heat object.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-INSTITUTIONAL_EVALUATION,FT-F06,institutional_evaluation,institutional concern / evaluation,"Concern as institutional evaluation or stance, not necessarily personal affect.",PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-COMMON_CONCERN_LEGAL_FORMULA,FT-F06,common_concern_legal_formula,common concern of humankind,"A legal-diplomatic formula identifying a shared governance object, not personal emotion.",PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-PUBLIC_ALARM,FT-F06,public_alarm,public alarm,"Alarm attributed to or anticipated for a public, requiring direct evidence and sense review.",PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-PRESCRIBED_WORRY,FT-F07,prescribed_worry,prescribed worry,Worry explicitly prescribed to an audience by a communicator.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-ELICITED_WORRY_CATEGORY,FT-F07,elicited_worry_category,elicited worry category,Worry wording supplied by a survey or other instrument.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-PARTICIPANT_WORRY_ENDORSEMENT,FT-F07,participant_worry_endorsement,participant worry endorsement,A participant selection or endorsement of a supplied worry category.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-SPONTANEOUS_WORRY,FT-F07,spontaneous_worry,spontaneous worry,Worry wording independently generated by a public speaker or participant.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-DIRECT_FEAR,FT-F08,direct_fear,direct fear,"Fear directly expressed by an identified experiencer toward a climate, heat, or consequence target.",PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-PARTICIPANT_AFRAID_ENDORSEMENT,FT-F08,participant_afraid_endorsement,participant afraid endorsement,Participant endorsement of a supplied afraid category.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-RESEARCH_INSTRUMENT_FEAR_CATEGORY,FT-F08,research_instrument_fear_category,research / instrument fear category,Fear wording supplied by a researcher or instrument.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-ANXIOUS_AFFECT,FT-F09,anxious_affect,anxious affect,Anxious feeling directly expressed or endorsed by a participant.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-ANXIETY_SYMPTOM_MEASURE,FT-F09,anxiety_symptom_measure,anxiety symptom measure,Anxiety operationalised as a symptom or health measure.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-CLIMATE_ANXIETY_RESEARCH_CONSTRUCT,FT-F09,climate_anxiety_research_construct,climate anxiety research construct,Climate anxiety used as a researcher-defined construct.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-ECO_ANXIETY_RESEARCH_CONSTRUCT,FT-F09,eco_anxiety_research_construct,eco-anxiety research construct,Eco-anxiety used as a researcher-defined construct.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-PARTICIPANT_CLIMATE_ANXIETY_SELF_LABEL,FT-F09,participant_climate_anxiety_self_label,participant climate-anxiety self-label,Participant-generated use of the climate-anxiety compound where independently evidenced.,UNRESOLVED,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-HISTORICAL_DEPRESSING_EFFECT,FT-F10,historical_depressing_effect,historical depressing effect,Historical bodily or energetic depressing effect; false friend with modern clinical depression.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-PSYCHOLOGICAL_DISTRESS,FT-F10,psychological_distress,psychological distress,"Modern psychological distress as a research, health, or participant category.",PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-DEPRESSED_AFFECT,FT-F10,depressed_affect,depressed affect,Depressed affect directly expressed or instrument-endorsed in a climate context.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-HAZARD_EVALUATION,FT-F11,hazard_evaluation,hazard evaluation,Danger or threat evaluation of a specified hazard.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-INSTITUTIONAL_CLIMATE_THREAT,FT-F11,institutional_climate_threat,institutional climate threat,Climate change framed as an institutional threat.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-PERSONAL_COMMUNITY_THREAT_APPRAISAL,FT-F11,personal_community_threat_appraisal,personal / community threat appraisal,"Threat appraised for a person or community, including elicited appraisal.",PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-GLOBAL_SECURITY_FRAME,FT-F11,global_security_frame,global security frame,Atmospheric or climatic change framed as a global-security matter.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-PROBABILISTIC_RISK,FT-F12,probabilistic_risk,probabilistic risk,Risk expressed probabilistically for a specified outcome.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-ECONOMIC_CLIMATE_RISK,FT-F12,economic_climate_risk,economic climate risk,Economic cost or risk attributed to climate change.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-ADMINISTRATIVE_RISK_ASSESSMENT,FT-F12,administrative_risk_assessment,administrative risk assessment,Risk managed or assessed through institutional procedure.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-LOSS_DAMAGE_RISK,FT-F12,loss_damage_risk,loss-and-damage risk,Risk associated with climate loss and damage.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-PERSONAL_PERCEIVED_RISK,FT-F12,personal_perceived_risk,personal perceived risk,Individual or community perception of climate or heat risk.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-SEVERITY_CRISIS_PREDICATE,FT-F13,severity_crisis_predicate,severity / crisis predicate,Crisis used as a severity predicate without necessarily being an established issue label.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-CLIMATE_CRISIS_ISSUE_LABEL,FT-F13,climate_crisis_issue_label,climate crisis issue label,Climate crisis used as an established issue label.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-EMERGENCY_RESPONSE_CATEGORY,FT-F13,emergency_response_category,emergency response category,Emergency preparedness or response as a governance procedure.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-CLIMATE_EMERGENCY_DECLARATION,FT-F13,climate_emergency_declaration,climate emergency frame / declaration,"Climate emergency used as a public, civic, or institutional frame or declaration.",PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-BODILY_HARM,FT-F14,bodily_harm,bodily harm,Heat- or climate-related bodily harm or illness.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-MORTALITY,FT-F14,mortality,mortality,Death or mortality attributed to heat or climate consequences.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-GENERIC_DAMAGE,FT-F14,generic_damage,generic damage,"Generic material, ecological, or social damage.",PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-LOSS_AND_DAMAGE,FT-F14,loss_and_damage,loss and damage,The climate-governance domain of loss and damage.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-NON_ECONOMIC_LOSSES,FT-F14,non_economic_losses,non-economic losses,Non-economic loss as a distinct governance category.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-VULNERABILITY,FT-F14,vulnerability,vulnerability,Susceptibility of an identified subject or group to harm.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
FT-C-FUTURE_GENERATION_HARM,FT-F14,future_generation_harm,future-generation harm,Harm or loss explicitly attributed to future generations.,PROVISIONAL_QUERYABLE,Boundary explicitly retained by the latest semantic-validation report; provisional pending structured-seed reconciliation.
